pcon,share_conservative_poll,share_labor_poll,N,share_joint_poll,sd_poll,share_conservative,share_labor,share_joint,year
glasgow central,0.2580881505862734,0.7419118494137267,28,0.3032798987562372,0.0826953654585894,0.1534526854219949,0.8465473145780051,39.1,2015
glasgow east,0.11135649722715846,0.8886435027728414,14,0.3138787709349574,0.08407319419599989,0.15625,0.84375,38.4,2015
glasgow north,0.3618715823014992,0.6381284176985009,26,0.2607385565506253,0.09424202480522575,0.22067039106145253,0.7793296089385475,35.8,2015
glasgow north east,0.29077339481632397,0.709226605183676,9,0.2290862591327935,0.15137305928045383,0.12239583333333331,0.8776041666666666,38.400000000000006,2015
glasgow north west,0.2745613047020388,0.7254386952979612,25,0.3396068133120339,0.08925858942697965,0.2137404580152672,0.7862595419847328,39.3,2015
glasgow south,0.16855166839575147,0.8314483316042486,35,0.43050074612402417,0.06327762038978035,0.24619289340101522,0.7538071065989848,39.4,2015
glasgow south west,0.26369081017888474,0.7363091898211153,13,0.20022448836779871,0.12220977135995686,0.1322751322751323,0.8677248677248677,37.8,2015
glenrothes,0.16832201770675456,0.8316779822932454,32,0.4335673579502009,0.06614135337996796,0.20104438642297648,0.7989556135770235,38.300000000000004,2015
gordon,0.4565181722801723,0.5434818277198277,19,0.22044092392416614,0.11427329444849658,0.6647727272727272,0.3352272727272727,17.6,2015
inverclyde,0.22003815011716074,0.7799618498828393,23,0.34722832678684584,0.08638170161762032,0.24813895781637718,0.7518610421836229,40.3,2015
inverness - nairn - badenoch and strathspey,0.29134082568354924,0.7086591743164508,29,0.34887691962232303,0.08437628138972367,0.44029850746268656,0.5597014925373134,13.4,2015
kilmarnock and loudoun,0.21724893078909197,0.7827510692109081,31,0.3650517123090623,0.07406445163158046,0.2913752913752914,0.7086247086247086,42.9,2015
kirkcaldy and cowdenbeath,0.2849844323571511,0.7150155676428489,38,0.34913245416661004,0.07322788972415667,0.2286374133949192,0.7713625866050808,43.3,2015
lanark and hamilton east,0.5011265237749544,0.4988734762250455,35,0.3482749639990217,0.08451521096299504,0.3426724137931035,0.6573275862068966,46.4,2015
linlithgow and east falkirk,0.3360553302988167,0.6639446697011833,36,0.4321440111399931,0.07872634482048312,0.27906976744186046,0.7209302325581395,43,2015
livingston,0.41120732347010436,0.5887926765298956,38,0.27813973980017237,0.07982148843293313,0.2717678100263852,0.7282321899736147,37.900000000000006,2015
midlothian,0.34583360817528114,0.6541663918247188,38,0.49261088346142473,0.07715887976863871,0.2826603325415677,0.7173396674584323,42.1,2015
moray,0.47140984213394854,0.5285901578660516,33,0.36317858196876696,0.08689642090359287,0.7585365853658537,0.24146341463414636,41,2015
motherwell and wishaw,0.3151889674028871,0.6848110325971128,17,0.2696968706652761,0.1126798907447916,0.19444444444444445,0.8055555555555555,39.6,2015
na h-eileanan an iar,0.5808578588840427,0.4191421411159572,4,0.14728895196974975,0.24670934652779586,0.20994475138121543,0.7900552486187845,36.2,2015
north ayrshire and arran,0.4488042555189196,0.5511957444810804,44,0.33318153357879376,0.07498166378083074,0.3457943925233645,0.6542056074766356,42.8,2015
north east fife,0.6521230102001871,0.3478769897998128,26,0.343639557989219,0.09340947690506687,0.6791666666666667,0.32083333333333336,24,2015
ochil and south perthshire,0.34906118885388054,0.6509388111461194,48,0.40711610593149117,0.06880187062769988,0.42158859470468435,0.5784114052953158,49.099999999999994,2015
orkney and shetland,0.2857366926614666,0.7142633073385334,14,0.3453345405169269,0.1207391625211594,0.5527950310559006,0.44720496894409933,16.1,2015
paisley and renfrewshire north,0.180853721879854,0.8191462781201461,37,0.4768876136403336,0.0632766668839907,0.27272727272727276,0.7272727272727273,45.099999999999994,2015
paisley and renfrewshire south,0.2047961060046698,0.7952038939953302,32,0.27147716159465396,0.07133868624604961,0.16450216450216448,0.8354978354978355,46.2,2015
perth and north perthshire,0.6096588528242246,0.3903411471757754,52,0.4826637090286865,0.06764939820035855,0.8014705882352942,0.19852941176470584,40.800000000000004,2015
ross - skye and lochaber,0.8370793590626505,0.1629206409373495,20,0.20122799648065776,0.08257648142598252,0.5585585585585585,0.44144144144144143,11.100000000000001,2015
rutherglen and hamilton west,0.30082694705966634,0.6991730529403336,31,0.3773930168507346,0.0823701509870334,0.1775700934579439,0.822429906542056,42.800000000000004,2015
stirling,0.20105838800007095,0.7989416119999292,32,0.5101894227420607,0.07085061587040102,0.47530864197530864,0.5246913580246914,48.6,2015
west aberdeenshire and kincardine,0.5912260093576547,0.4087739906423453,27,0.3115803867273926,0.09460988422575235,0.8648648648648649,0.13513513513513514,33.3,2015
west dunbartonshire,0.1660553088800765,0.8339446911199235,26,0.3557870742375975,0.07298075174919515,0.18276762402088775,0.8172323759791124,38.3,2015
south antrim,NA,NA,0,0,NA,NA,NA,NA,2015
NA,0.5233716917943069,0.47662830820569324,3,0.5822794949610475,0.28835959265164735,NA,NA,NA,2015
