pcon,share_conservative_poll,share_labor_poll,N,share_joint_poll,sd_poll,share_conservative,share_labor,share_joint,year
harrogate and knaresborough,0.5637228345403913,0.4362771654596087,24,0.48663656297777735,0.10122981287606143,0.839171974522293,0.160828025477707,62.800000000000004,2015
harrow east,0.480475966479096,0.519524033520904,28,0.6412324542069281,0.09441905303241703,0.5533553355335533,0.44664466446644663,90.9,2015
harrow west,0.5006762056523458,0.4993237943476541,27,0.7125316215153732,0.09622495686630785,0.4730941704035875,0.5269058295964125,89.2,2015
hartlepool,0.32220274865856924,0.6777972513414308,10,0.35440498729134035,0.1477796120631774,0.3699115044247787,0.6300884955752213,56.5,2015
harwich and north essex,0.5637556556567583,0.43624434434324166,26,0.6101750940785645,0.09725763097839614,0.7213578500707213,0.2786421499292786,70.7,2015
hastings and rye,0.39273435285036745,0.6072656471496325,43,0.5641417932881525,0.07447398186873964,0.5595984943538268,0.44040150564617314,79.7,2015
havant,0.5768688459311144,0.42313115406888563,24,0.7521249981310085,0.10084872758353196,0.7636632200886263,0.2363367799113737,67.7,2015
hayes and harlington,0.39195979138844117,0.6080402086115589,16,0.6964781701367497,0.12204694622438604,0.2930011862396204,0.7069988137603797,84.3,2015
hazel grove,0.6570587989396378,0.34294120106036224,21,0.4783489137721674,0.10358629567283927,0.7016949152542372,0.2983050847457627,59,2015
hemel hempstead,0.45812884717785446,0.5418711528221456,26,0.6166390462097194,0.09771363312513383,0.6897001303780964,0.31029986962190353,76.7,2015
hemsworth,0.32848842136566103,0.671511578634339,23,0.8979714414995497,0.09793160399291036,0.30862533692722377,0.6913746630727764,74.19999999999999,2015
hendon,0.5505884238670562,0.4494115761329439,27,0.6035063752813321,0.09573126184903838,0.5414364640883977,0.4585635359116022,90.5,2015
henley,0.6453765150749753,0.35462348492502477,21,0.5403306437478639,0.10439523544698395,0.823943661971831,0.176056338028169,71,2015
hereford and south herefordshire,0.5639578998570302,0.4360421001429699,16,0.572985825326612,0.12397312890448228,0.8042813455657492,0.19571865443425077,65.4,2015
hertford and stortford,0.7614491869681826,0.23855081303181735,31,0.7200843583197416,0.07654733358194579,0.7581081081081081,0.24189189189189186,74,2015
hertsmere,0.7090955237059964,0.2909044762940036,33,0.8007052132068861,0.07906251112657535,0.725826193390453,0.27417380660954715,81.69999999999999,2015
hexham,0.5251997935540875,0.47480020644591253,29,0.7569951243057423,0.09272967207385789,0.6791237113402063,0.32087628865979384,77.6,2015
heywood and middleton,0.33622982620678277,0.6637701737932172,17,0.5467399090028806,0.11457833954413267,0.3070739549839228,0.6929260450160771,62.2,2015
high peak,0.38158825014439535,0.6184117498556047,29,0.7797105782844338,0.09020640268890881,0.5603985056039851,0.4396014943960149,80.3,2015
hitchin and harpenden,0.6685628770466867,0.3314371229533134,19,0.4815316377566584,0.10799282541513765,0.7332474226804124,0.2667525773195876,77.6,2015
holborn and st pancras,0.30042209778978124,0.6995779022102188,34,0.6566538512300225,0.07862207835203282,0.2927807486631016,0.7072192513368984,74.8,2015
hornchurch and upminster,0.4238170956217387,0.5761829043782614,32,0.6763405454795296,0.087356340117735,0.7091172214182345,0.2908827785817656,69.1,2015
hornsey and wood green,0.43388694936740113,0.566113050632599,40,0.45190158322584817,0.07836278844835273,0.15448504983388706,0.8455149501661129,60.2,2015
horsham,0.6955695800164423,0.30443041998355763,19,0.46643619581639656,0.10556926869725528,0.834061135371179,0.16593886462882096,68.7,2015
houghton and sunderland south,0.10446234545193059,0.8955376545480694,19,0.6553864573507995,0.07016895543675171,0.25135869565217395,0.7486413043478262,73.6,2015
hove,0.4121442010367868,0.5878557989632132,21,0.6433292384623666,0.10741139395722886,0.48540145985401467,0.5145985401459854,82.19999999999999,2015
huddersfield,0.5230633081676558,0.4769366918323443,22,0.4647456395858285,0.10648689288024729,0.3737796373779637,0.6262203626220362,71.7,2015
huntingdon,0.6134044324900244,0.38659556750997565,26,0.6910388364203484,0.0955026046144243,0.7433380084151473,0.25666199158485276,71.3,2015
hyndburn,0.34765110445499187,0.6523488955450082,23,0.765574339810754,0.09929968125221757,0.43049932523616735,0.5695006747638327,74.1,2015
ilford north,0.5423604966600686,0.45763950333993136,35,0.7127786890734109,0.08421156831333675,0.49307159353348734,0.5069284064665127,86.6,2015
ilford south,0.27582195419931954,0.7241780458006806,19,0.5310070902038574,0.10253220387067818,0.28809788654060065,0.7119021134593992,89.9,2015
ipswich,0.5523018941483955,0.44769810585160447,28,0.6047512134415803,0.09397273766297673,0.547008547008547,0.452991452991453,81.9,2015
isle of wight,0.6227232030610564,0.3772767969389435,40,0.5171177742714121,0.07663860245177274,0.7607476635514019,0.23925233644859814,53.5,2015
islington north,0.2606717411154796,0.7393282588845205,36,0.6426913383625426,0.07316685354936346,0.2222222222222222,0.7777777777777778,77.4,2015
islington south and finsbury,0.09684279927109689,0.9031572007289032,28,0.6684463642758355,0.05589028522165897,0.3036935704514364,0.6963064295485637,73.1,2015
jarrow,0.25835781987015233,0.7416421801298477,24,0.7059684707324877,0.08935161274008391,0.23489010989010986,0.7651098901098901,72.80000000000001,2015
keighley,0.4302454800739046,0.5697545199260954,28,0.7058697853133662,0.09356707047236985,0.5376213592233009,0.462378640776699,82.4,2015
kenilworth and southam,0.7122463877571862,0.2877536122428137,23,0.5283948834648838,0.09439774105717143,0.7924016282225237,0.20759837177747625,73.7,2015
kensington,0.4078211753548516,0.5921788246451484,19,0.5291839448775407,0.11274168525463278,0.6270983213429255,0.37290167865707435,83.4,2015
kettering,0.4804959127532567,0.5195040872467435,24,0.5651872920722321,0.10198439230683608,0.6727272727272727,0.32727272727272727,77,2015
kingston and surbiton,0.5374556729451867,0.46254432705481324,34,0.45580293009708484,0.08550835400608583,0.7299813780260708,0.27001862197392923,53.7,2015
kingston upon hull east,0.47873903897230247,0.5212609610276975,19,0.6329793228713653,0.11460411757464055,0.23520710059171596,0.764792899408284,67.60000000000001,2015
kingston upon hull north,0.3325543184926641,0.667445681507336,31,0.6516554806055311,0.08461715370678038,0.22123893805309736,0.7787610619469026,67.8,2015
kingston upon hull west and hessle,0.31820394256918266,0.6817960574308175,15,0.548617632721786,0.12026365300250694,0.2623688155922039,0.7376311844077961,66.7,2015
kingswood,0.22043711624979623,0.7795628837502039,25,0.6825064033673933,0.08290828523839341,0.6200256739409499,0.37997432605905007,77.9,2015
knowsley,0.028241277182287174,0.9717587228177128,20,0.8273080906381132,0.03704302056082927,0.07792207792207793,0.9220779220779222,84.69999999999999,2015
lancaster and fleetwood,0.37190734602388054,0.6280926539761195,27,0.7041013052609744,0.09301379268437361,0.4809815950920246,0.5190184049079755,81.5,2015
leeds central,0.37348117194473707,0.6265188280552628,33,0.5363592887641105,0.08420627381570173,0.2392807745504841,0.760719225449516,72.3,2015
leeds east,0.278944234232161,0.721055765767839,24,0.679674624270783,0.09154560530613379,0.27978580990629187,0.7202141900937082,74.69999999999999,2015
leeds north east,0.6812256332821072,0.31877436671789283,35,0.6787759624602987,0.07876860684335375,0.40717821782178215,0.5928217821782178,80.8,2015
leeds north west,0.2916638956827352,0.7083361043172648,25,0.6916853881768799,0.09090568027090623,0.38193018480492813,0.6180698151950719,48.7,2015
leeds west,0.22352636201511542,0.7764736379848846,33,0.6538204007237713,0.07252216536810575,0.29515418502202645,0.7048458149779736,68.1,2015
leicester east,0.18421813404471735,0.8157818659552827,12,0.6635074423133689,0.11190837514599458,0.2734839476813318,0.7265160523186683,84.1,2015
leicester south,0.5506290357121109,0.4493709642878891,22,0.7305206070183741,0.1060524528761083,0.2599009900990099,0.7400990099009901,80.8,2015
leicester west,0.48258039391026,0.51741960608974,22,0.6053875617499903,0.1065356443389378,0.35506241331484056,0.6449375866851595,72.1,2015
leigh,0.20214922095141008,0.79785077904859,36,0.7511335753125152,0.06693382167404609,0.2954248366013072,0.7045751633986927,76.5,2015
lewes,0.5758442555615826,0.42415574443841747,19,0.4400582332000419,0.11338050721222098,0.7933194154488518,0.20668058455114824,47.9,2015
lewisham east,0.4597370619641341,0.5402629380358659,33,0.6675947228899166,0.08675617100061808,0.2858974358974359,0.7141025641025641,78,2015
lewisham west and penge,0.5321098078128582,0.4678901921871419,47,0.7115725450553727,0.07278194776211518,0.3235294117647059,0.6764705882352942,74.8,2015
lewisham - deptford,0.4485642198232412,0.5514357801767589,46,0.6605597505971923,0.07332986231341584,0.1981382978723404,0.8018617021276595,75.2,2015
leyton and wanstead,0.4275863068816434,0.5724136931183565,29,0.602585257194795,0.09186877017094969,0.2729528535980149,0.7270471464019852,80.6,2015
lichfield,0.6969556446088231,0.30304435539117697,35,0.7621916230680553,0.07768222338599794,0.736,0.264,75,2015
lincoln,0.5190720274946566,0.48092797250534336,45,0.7038018096412022,0.07448135602167581,0.5182481751824818,0.48175182481751827,82.2,2015
liverpool - riverside,0.20031887060982023,0.7996811293901799,25,0.7929695283888847,0.08004779089704508,0.12467532467532468,0.8753246753246754,77,2015
liverpool - walton,0.12862006694361103,0.87137993305638894,24,0.6992604675141467,0.0683364669981775,0.05465116279069768,0.9453488372093023,86,2015
liverpool - wavertree,0.06853685229088048,0.9314631477091195,20,0.494406958401042,0.05649758940385798,0.12610340479192939,0.8738965952080706,79.3,2015
liverpool - west derby,0.06922314080016034,0.9307768591998397,24,0.7396815239781469,0.05181348665241573,0.08068459657701711,0.9193154034229829,81.8,2015
loughborough,0.7282812479952304,0.2717187520047695,30,0.7222128592431183,0.08121733637053527,0.6081081081081081,0.39189189189189183,81.4,2015
louth and horncastle,0.6400317155425064,0.3599682844574936,36,0.6927083847372201,0.07999845808274866,0.7398843930635838,0.26011560693641617,69.2,2015
ludlow,0.6143223181248652,0.38567768187513496,12,0.5611635267541033,0.14051405848364934,0.8153153153153153,0.1846846846846847,66.6,2015
luton north,0.15533882797448867,0.8446611720255114,18,0.553623592666278,0.08537781278854363,0.36374695863746964,0.6362530413625305,82.19999999999999,2015
luton south,0.27613941279006526,0.7238605872099347,17,0.6236789491547073,0.10843443057877208,0.4098798397863818,0.5901201602136181,74.9,2015
macclesfield,0.4167847510038985,0.5832152489961014,23,0.6844761384896605,0.10280315135047023,0.6985391766268261,0.301460823373174,75.3,2015
maidenhead,0.736469496553935,0.26353050344606505,26,0.5091786061367983,0.08639849028228902,0.8468468468468467,0.15315315315315314,77.7,2015
maidstone and the weald,0.4629992112989231,0.5370007887010769,15,0.5910614512191201,0.12874547024665844,0.8125,0.1875,56,2015
makerfield,0.41924390385036164,0.5807560961496384,31,0.6492710876040886,0.0886236065789126,0.27349228611500703,0.726507713884993,71.3,2015
maldon,0.6297882905652957,0.3702117094347043,25,0.5521291411290651,0.09657225266755215,0.8370165745856353,0.16298342541436464,72.4,2015
manchester central,0.25204755617887736,0.7479524438211227,35,0.7174637444017347,0.07339123840333552,0.1804812834224599,0.81951871657754,74.8,2015
manchester - gorton,0.2719126003349845,0.7280873996650156,16,0.4327714314374971,0.11123627390437085,0.12630208333333334,0.8736979166666666,76.8,2015
manchester - withington,0.2816762713556247,0.7183237286443753,27,0.6368767605865572,0.08656719708707072,0.15433070866141732,0.8456692913385827,63.5,2015
mansfield,0.41967815829065147,0.5803218417093485,22,0.6162512885922491,0.10521588234422388,0.4171597633136095,0.5828402366863905,67.6,2015
meon valley,0.8037645903587725,0.19623540964122754,30,0.5691569886758462,0.0725090968187595,0.8486111111111111,0.1513888888888889,72,2015
meriden,0.7218419189484564,0.2781580810515436,25,0.7151575944283292,0.08961833807815597,0.7421981004070557,0.25780189959294436,73.7,2015
mid bedfordshire,0.7972557800834985,0.20274421991650146,22,0.5444633573692214,0.08571596891821658,0.7791666666666667,0.22083333333333333,72,2015
mid derbyshire,0.5462922284498988,0.4537077715501013,31,0.7202392497591954,0.08941693380525652,0.6726804123711341,0.327319587628866,77.6,2015
mid dorset and north poole,0.8741113644568995,0.12588863554310048,19,0.35345472476747614,0.0761026616120055,0.8943661971830986,0.10563380281690142,56.8,2015
mid norfolk,0.6599056163473447,0.3400943836526553,20,0.6923237219287776,0.10593162744444545,0.7390070921985816,0.26099290780141843,70.5,2015
mid sussex,0.8372011018758613,0.16279889812413872,23,0.6301296411143472,0.07697978754861988,0.8014285714285715,0.19857142857142857,70,2015
mid worcestershire,0.7024995818961216,0.2975004181038785,19,0.46219543723245193,0.10487935909814013,0.7972027972027972,0.20279720279720279,71.5,2015
middlesbrough,0.4167733386092067,0.5832266613907934,21,0.4374038641055292,0.10758680279169981,0.22510231923601637,0.7748976807639836,73.3,2015
middlesbrough south and east cleveland,0.4680233436195702,0.5319766563804297,31,0.722820634274238,0.089618815249191075,0.46902654867256643,0.5309734513274337,79.1,2015
milton keynes north,0.6607316825466731,0.3392683174533268,28,0.6313429223700531,0.08947572021538171,0.6090322580645162,0.3909677419354839,77.5,2015
milton keynes south,0.4600134764812432,0.5399865235187569,35,0.5434135436766361,0.08424472479235445,0.5936708860759493,0.40632911392405063,79,2015
mitcham and morden,0.3868773701596073,0.6131226298403926,26,0.6698582729644029,0.09551545799542958,0.27651966626936825,0.7234803337306317,83.9,2015
mole valley,0.6889741071878104,0.3110258928121897,16,0.6556977379572303,0.11572834214567157,0.8795355587808418,0.1204644412191582,68.9,2015
morecambe and lunesdale,0.5994894933537774,0.4005105066462227,27,0.5635861224858996,0.09430090544167027,0.5659203980099502,0.4340796019900497,80.4,2015
morley and outwood,0.5087140060644366,0.4912859939355632,32,0.5642744890612388,0.08837492328467479,0.505851755526658,0.494148244473342,76.9,2015
new forest east,0.616956823067225,0.3830431769327751,18,0.5153290895114855,0.11458163066323353,0.821897810218978,0.17810218978102188,68.5,2015
new forest west,0.7954765510966404,0.2045234489033595,19,0.5918195921493423,0.09253551459106601,0.8474576271186441,0.15254237288135594,70.8,2015
newark,0.5905659106759341,0.4094340893240659,30,0.7054404415860427,0.08977709726937391,0.724269377382465,0.27573062261753495,78.7,2015
newbury,0.8340032028694201,0.16599679713058,22,0.6214448947302778,0.07932724525458078,0.8789625360230546,0.12103746397694524,69.4,2015
newcastle upon tyne central,0.2578208111549602,0.74217918884503975,21,0.6481712764518545,0.09545610821094153,0.25575101488497964,0.7442489851150202,73.9,2015
newcastle upon tyne east,0.41143655667000734,0.5885634433299927,34,0.6075250100979447,0.0843934267905796,NA,NA,NA,2015
newcastle upon tyne north,0.2867843570046138,0.7132156429953862,20,0.7064436113915243,0.1011284058961833,0.33764367816091956,0.6623563218390806,69.6,2015
newcastle-under-lyme,0.5975796234078776,0.4024203765921224,18,0.618561441581333,0.11558503774171754,0.4900398406374502,0.5099601593625498,75.3,2015
newton abbot,0.6033555399597762,0.3966444600402237,23,0.5080034041675678,0.10200546284595936,0.8283712784588442,0.1716287215411559,57.099999999999994,2015
normanton - pontefract and castleford,0.3225481010379337,0.6774518989620664,28,0.8639417099977258,0.08834001349387745,0.2757255936675462,0.7242744063324539,75.8,2015
north cornwall,0.5394116904719207,0.46058830952807933,20,0.47136598582383915,0.1114555334324289,0.8928571428571429,0.10714285714285715,50.4,2015
north devon,0.51715204048048,0.4828479595195199,16,0.45401337365903816,0.12492643022679287,0.857429718875502,0.14257028112449796,49.800000000000004,2015
north dorset,0.8655432504777606,0.1344567495222394,22,0.5138924054446289,0.07273180248199332,0.8628048780487806,0.13719512195121952,65.6,2015
north durham,0.20489295684262995,0.79510704315737,23,0.7018161361699272,0.084161292631138293,0.2757255936675462,0.7242744063324539,75.8,2015
north east bedfordshire,0.7067024756792435,0.29329752432075656,31,0.627784709025671,0.08176955947288338,0.7901726427622843,0.2098273572377158,75.3,2015
north east cambridgeshire,0.8006366880342893,0.19936331196571072,29,0.4820188287697402,0.0741893155723628,0.7928057553956834,0.20719424460431654,69.5,2015
north east derbyshire,0.331990230037706,0.6680097699622941,24,0.7294979520491378,0.09612767490799606,0.4747736093143596,0.5252263906856403,77.30000000000001,2015
north east hampshire,0.7601485998549048,0.2398514001450952,29,0.60575481472142,0.07929054080939259,0.8705416116248349,0.12945838837516513,75.7,2015
north east hertfordshire,0.6520402623839001,0.34795973761609983,16,0.551701912417474,0.11908079153830678,0.7456258411843876,0.2543741588156124,74.3,2015
north east somerset,0.6193104067033359,0.380689593296664,26,0.8626382602187448,0.09522544643195321,0.6675603217158177,0.33243967828418236,74.6,2015
north herefordshire,0.8143627245135806,0.1856372754864194,13,0.498493377694818,0.10783751218184295,0.8298507462686567,0.1701492537313433,67,2015
north norfolk,0.5946647038006989,0.40533529619930114,27,0.4641462642056616,0.09448468303348431,0.7518248175182483,0.24817518248175185,41.099999999999994,2015
north shropshire,0.8257436105346673,0.1742563894653327,14,0.43307683077683473,0.10138015450902714,0.7188811188811188,0.2811188811188811,71.5,2015
north somerset,0.6595806761756449,0.3404193238243552,28,0.5324030053074537,0.08954926971691617,0.7890855457227139,0.21091445427728617,67.8,2015
north swindon,0.83706205811839,0.16293794188160993,28,0.6929402722935479,0.0697928488398231,0.6440460947503202,0.35595390524967996,78.1,2015
north thanet,0.7637804504413248,0.23621954955867508,31,0.6223216374443273,0.07628889784466629,0.7324364723467862,0.26756352765321373,66.9,2015
north tyneside,0.35252294396053413,0.6474770560394659,42,0.6958596952191378,0.07371930643647277,0.255659121171771,0.7443408788282291,75.1,2015
north warwickshire,0.5935386228190823,0.40646137718091774,19,0.6132859537528396,0.11268272319848688,0.5402298850574713,0.45977011494252873,78.3,2015
north west cambridgeshire,0.8341874918014298,0.16581250819857013,32,0.658086187117321,0.06574541816817667,0.7457386363636364,0.2542613636363636,70.4,2015
north west durham,0.22511652953630212,0.7748834704636979,26,0.7573684032022314,0.08190967766289733,0.3328591749644381,0.6671408250355619,70.3,2015
north west hampshire,0.7294219422018509,0.2705780577981492,19,0.5255976669569864,0.10191987886165925,0.8137254901960784,0.18627450980392157,71.4,2015
north west leicestershire,0.6201318594238827,0.37986814057611734,26,0.7426354376609217,0.09518571651723004,0.6436931079323797,0.35630689206762023,76.9,2015
north west norfolk,0.7247759503365835,0.27522404966341646,13,0.603794432157479,0.12387207177328793,0.6960000000000001,0.304,75,2015
north wiltshire,0.9118835420946907,0.08811645790530918,18,0.569510667623373,0.06681315063149834,0.8537313432835821,0.14626865671641792,67,2015
northampton north,0.7421124182503682,0.2578875817496318,20,0.4994398467643668,0.09782166859366047,0.5542483660130719,0.44575163398692813,76.5,2015
northampton south,0.5623850041991794,0.4376149958008207,24,0.5282278448153724,0.10126452802171737,0.5667574931880108,0.43324250681198906,73.4,2015
norwich north,0.3303607248692036,0.6696392751307964,27,0.6689254248992933,0.09051754819290833,0.5660621761658031,0.4339378238341969,77.2,2015
norwich south,0.5075316018175652,0.49246839818243476,37,0.57739906652526,0.08219016758680817,0.374203821656051,0.6257961783439491,62.8,2015
nottingham east,0.2932749428751484,0.7067250571248517,19,0.6597411283366027,0.10444458383496631,0.27586206896551724,0.7241379310344828,75.4,2015
nottingham north,0.40499582119451266,0.5950041788054873,17,0.6586365953226567,0.1190586128538216,0.2777777777777778,0.7222222222222223,75.6,2015
nottingham south,0.6249195822199255,0.37508041778007445,23,0.5795670398671982,0.1009509346981728,0.39974779319041615,0.6002522068095839,79.3,2015
nuneaton,0.4744083253021349,0.525591674697865,29,0.7107443724620042,0.09272597117613379,0.5659203980099502,0.4340796019900497,80.4,2015
old bexley and sidcup,0.6458534828591029,0.35414651714089695,30,0.7193504478590727,0.08731681043530877,0.7353760445682451,0.2646239554317549,71.8,2015
oldham east and saddleworth,0.5232828471097134,0.4767171528902865,15,0.5435459232751709,0.12895940162972885,0.39663093415007655,0.6033690658499234,65.3,2015
oldham west and royton,0.33266407334598325,0.6673359266540168,19,0.7304463692464828,0.10809320725793757,0.25745257452574527,0.7425474254742548,73.8,2015
orpington,0.6446897308498772,0.3553102691501228,27,0.6284494464465303,0.09210800459577033,0.7863013698630137,0.21369863013698628,73,2015
oxford east,0.4236973982395882,0.5763026017604117,42,0.7283179917784994,0.07624801526918773,0.284692417739628,0.7153075822603719,69.9,2015
oxford west and abingdon,0.42864174232349234,0.5713582576765076,20,0.4920083112322552,0.11065893526086658,0.7825342465753424,0.2174657534246575,58.400000000000006,2015
pendle,0.42762108970027357,0.5723789102997265,28,0.6581342182233025,0.09349585425182998,0.5749086479902559,0.42509135200974424,82.1,2015
penistone and stocksbridge,0.4875009475882426,0.5124990524117575,23,0.6781761655007752,0.1042246265000677,0.39741750358680056,0.6025824964131994,69.7,2015
penrith and the border,0.6985264690847991,0.3014735309152009,20,0.560880597136677,0.10261267978976144,0.8056680161943319,0.194331983805668,74.10000000000001,2015
peterborough,0.37355242405130246,0.6264475759486976,27,0.6688739067725494,0.09309712382411264,0.5272244355909694,0.4727755644090305,75.30000000000001,2015
plymouth - moor view,0.3910228774915497,0.6089771225084504,22,0.6942417997533299,0.10403757773249271,0.5164835164835164,0.48351648351648346,72.80000000000001,2015
plymouth - sutton and devonport,0.40427407306610974,0.5957259269338903,35,0.5233977929268553,0.08295205963388863,0.5073825503355704,0.49261744966442955,74.5,2015
poole,0.9234909233127226,0.07650907668727741,19,0.4747982644051966,0.06098120412395319,0.7952380952380953,0.20476190476190476,63,2015
poplar and limehouse,0.25399276338641974,0.7460072366135803,37,0.6641745122012267,0.07156181216522972,0.30238095238095236,0.6976190476190476,84,2015
portsmouth north,0.5627241494781406,0.4372758505218594,26,0.7419554921185884,0.09728342436728245,0.6638418079096046,0.3361581920903955,70.8,2015
portsmouth south,0.5775349835477984,0.4224650164522016,29,0.6725688248087791,0.09172453631920896,0.6408839779005525,0.35911602209944754,54.3,2015
preston,0.1736722739462601,0.8263277260537398,22,0.7478541603700635,0.0807662776187605,0.2631578947368421,0.7368421052631579,76,2015
pudsey,0.4100194707963842,0.5899805292036159,32,0.6944812066849612,0.08694529608542612,0.5523809523809524,0.44761904761904764,84,2015
putney,0.58622633035026,0.41377366964974016,38,0.682693786455816,0.07989549423339279,0.6420047732696897,0.35799522673031026,83.8,2015
rayleigh and wickford,0.7502363878961512,0.24976361210384881,25,0.5353797632882039,0.08657522744357925,0.8127786032689451,0.18722139673105498,67.3,2015
reading east,0.48641137874393775,0.5135886212560623,31,0.589046981707035,0.08976948065558184,0.5815423514538559,0.41845764854614415,79.1,2015
reading west,0.5830028604217701,0.41699713957823,26,0.6071226846755278,0.09669749124933669,0.583843329253366,0.41615667074663404,81.7,2015
redcar,0.2396412597405399,0.76035874025946,22,0.5477741169102501,0.09100782343256066,0.2695507487520799,0.7304492512479202,60.099999999999994,2015
redditch,0.6573328722018459,0.3426671277981542,31,0.6522796640661039,0.0852409047886309,0.6023017902813299,0.3976982097186701,78.2,2015
reigate,0.8084656632155606,0.19153433678443937,14,0.651987755734553,0.1051695687303483,0.8160919540229885,0.18390804597701152,69.6,2015
ribble valley,0.4974896104306012,0.5025103895693988,19,0.503464732229196,0.11470642113541532,0.6825842696629213,0.31741573033707865,71.2,2015
richmond (yorks),0.5772945948490049,0.4227054051509951,20,0.4708155690993991,0.11045939199704301,0.7956656346749227,0.2043343653250774,64.6,2015
richmond park,0.6394869189835319,0.360513081016468,38,0.5744741383010066,0.07789051010240383,0.8255319148936171,0.17446808510638298,70.5,2015
rochdale,0.35446496601983646,0.6455350339801635,17,0.5927677574967679,0.11601712700246222,0.2694136291600634,0.7305863708399366,63.1,2015
rochester and strood,0.7199391501608019,0.28006084983919816,36,0.6881099198792304,0.07483811607332193,0.6901408450704225,0.30985915492957744,63.900000000000006,2015
rochford and southend east,0.5104231725412428,0.4895768274587573,31,0.5568736279242923,0.08978313611934602,0.6526019690576653,0.34739803094233473,71.1,2015
romford,0.6845821033870765,0.3154178966129234,33,0.5910948708788342,0.08089076943055212,0.7093184979137691,0.29068150208623084,71.9,2015
romsey and southampton north,0.5261790566398544,0.47382094336014563,16,0.6251021878070457,0.12482854666337527,0.8202416918429002,0.1797583081570997,66.2,2015
rossendale and darwen,0.5641081322465423,0.4358918677534578,24,0.5690380117485875,0.10121967598986949,0.5703794369645043,0.42962056303549573,81.7,2015
rother valley,0.1762821822431036,0.8237178177568965,22,0.46331959904433806,0.08124227920427349,0.3482810164424514,0.6517189835575485,66.9,2015
rotherham,0.4255806278173679,0.5744193721826322,12,0.6907715168090369,0.1427298605302872,0.18981481481481483,0.8101851851851852,64.8,2015
rugby,0.5511799559410535,0.4488200440589466,32,0.6043889180626361,0.08792408161836833,0.6368352788586252,0.3631647211413749,77.1,2015
ruislip - northwood and pinner,0.7143893807279331,0.2856106192720668,34,0.6949030084317124,0.0774667278542467,0.7478042659974906,0.25219573400250944,79.7,2015
runnymede and weybridge,0.7843911935827012,0.21560880641729885,22,0.47269987953659015,0.08767752096399173,0.7938829787234043,0.20611702127659573,75.2,2015
rushcliffe,0.6405678221916796,0.3594321778083203,16,0.46172472608189186,0.11995850516019288,0.6615186615186615,0.3384813384813385,77.7,2015
rutland and melton,0.7559715163768483,0.2440284836231517,21,0.6624582304934273,0.09372670067395718,0.7830985915492958,0.21690140845070424,71,2015
saffron walden,0.7743082765318523,0.2256917234681478,18,0.5692345794357241,0.09853227599402387,0.8289855072463769,0.1710144927536232,69,2015
salford and eccles,0.261007193957848,0.738992806042152,21,0.5680824044007092,0.09583776933669341,0.2922636103151862,0.7077363896848138,69.8,2015
salisbury,0.745504549246738,0.25449545075326185,31,0.7193035011641497,0.07823197850791642,0.7842031029619182,0.2157968970380818,70.9,2015
scarborough and whitby,0.3627761111391252,0.6372238888608749,26,0.5596013283620943,0.09429283444630968,0.5885558583106267,0.41144414168937327,73.4,2015
scunthorpe,0.6053339607024508,0.3946660392975493,18,0.6794650433849176,0.11520627797388631,0.4432576769025367,0.5567423230974633,74.9,2015
sedgefield,0.3574043079425699,0.6425956920574302,25,0.5267884464824143,0.09584705913206988,0.3846153846153846,0.6153846153846154,76.7,2015
sefton central,0.3975699678598119,0.6024300321401882,21,0.7631253197624894,0.10679488317414391,0.354916067146283,0.6450839328537169,83.4,2015
selby and ainsty,0.8512520524985177,0.14874794750148226,28,0.5245019259997215,0.06724740983211032,0.6620428751576293,0.3379571248423708,79.3,2015
sevenoaks,0.5527234041672311,0.44727659583276896,23,0.6280856768826855,0.10367596733238213,0.8151862464183381,0.1848137535816619,69.8,2015
sheffield central,0.1566680626023792,0.8433319373976208,40,0.6262877782230255,0.05747242398811716,0.16792738275340394,0.8320726172465961,66.1,2015
sheffield south east,0.13074373488923563,0.8692562651107645,18,0.5758087006054116,0.07945991675627295,0.25290697674418605,0.747093023255814,68.8,2015
sheffield - brightside and hillsborough,0.09923056166300809,0.9007694383369919,17,0.5874512851776684,0.0725111988490914,0.1627218934911243,0.8372781065088758,67.6,2015
sheffield - hallam,0.4646216436484995,0.5353783563515007,16,0.30776578583943526,0.12468670034878074,0.27530364372469635,0.7246963562753036,49.4,2015
sheffield - heeley,0.17723672306427193,0.8227632769357281,36,0.6842308405694915,0.0636448189088193,0.2515527950310559,0.7484472049689441,64.4,2015
sherwood,0.7386959965054314,0.26130400349456856,28,0.6497376623123947,0.08302844203995036,0.5562422744128553,0.44375772558714455,80.9,2015
shipley,0.7235339239075972,0.27646607609240287,29,0.7529608535519431,0.08305224464206407,0.6172839506172839,0.38271604938271603,81,2015
shrewsbury and atcham,0.5103348861587221,0.489665113841278,24,0.5683727631094639,0.102040267812942,0.6207366984993179,0.37926330150068216,73.3,2015
sittingbourne and sheppey,0.7506861800946258,0.24931381990537407,27,0.5586122417734087,0.08325695146365208,0.7163531114327063,0.2836468885672938,69.1,2015
skipton and ripon,0.6253152293818466,0.3746847706181534,27,0.7050449332890547,0.09315381411745151,0.760989010989011,0.239010989010989,72.8,2015
sleaford and north hykeham,0.49360941148995385,0.5063905885100463,40,0.631477024862436,0.0790504839293371,0.7646258503401361,0.23537414965986395,73.5,2015
slough,0.34297068940349307,0.6570293105965069,11,0.6616528021486322,0.1431279769404055,0.4070904645476772,0.5929095354523227,81.8,2015
